Orden;Nombre;Frecuencia;Edad Media;sexo
2163;VICTOR RAMON;442;43.9;H
2520;VICTOR RAUL;356;43.4;H
23072;VICTOR RENE;22;43.1;H
7378;VICTOR RICARDO;90;45.0;H
10395;VICTOR ROBERTO;59;41.8;H
12963;VICTOR RODRIGO;45;33.6;H
23073;VICTOR ROLANDO;22;47.0;H
20797;VICTOR ROMAN;25;44.9;H
8930;VICTOR RUBEN;71;37.0;H
8258;VICTOR SALVADOR;78;41.5;H
6404;VICTOR SAMUEL;107;29.3;H
4665;VICTOR SANTIAGO;158;38.6;H
22239;VICTOR SAUL;23;32.8;H
9812;VICTOR SEBASTIAN;63;30.3;H
23074;VICTOR SEGUNDO;22;38.0;H
17990;VICTOR SERGIO;30;37.8;H
20133;VICTOR STEFAN;26;18.0;H
5653;VICTOR TOMAS;125;41.0;H
14848;VICTOR VALENTIN;38;31.0;H
4001;VICTOR VICENTE;195;44.8;H
22240;VICTOR WILLIAM;23;50.8;H
13987;VICTOR XAVIER;41;29.4;H
20352;VICTORA;26;69.9;M
20798;VICTORAS;25;40.5;H
83;VICTORIA;59631;47.2;M
24542;VICTORIA ALBA;21;20.3;M
3327;VICTORIA ALEJANDRA;241;19.0;M
7474;VICTORIA ALEXANDRA;84;19.1;M
18435;VICTORIA ALICIA;29;46.5;M
23571;VICTORIA AMALIA;22;39.3;M
16856;VICTORIA AMPARO;32;51.3;M
7924;VICTORIA ANA;78;38.3;M
7187;VICTORIA ANDREA;88;23.7;M
19669;VICTORIA ANGELA;27;46.2;M
2928;VICTORIA ANGELES;289;45.7;M
19670;VICTORIA ANN;27;35.9;M
14850;VICTORIA ANNE;37;47.8;M
12507;VICTORIA ANTONIA;45;49.7;M
19671;VICTORIA ASUNCION;27;45.6;M
21824;VICTORIA AURORA;24;46.5;M
10702;VICTORIA BEATRIZ;54;26.8;M
9551;VICTORIA BELEN;62;26.7;M
22620;VICTORIA CANDELARIA;23;43.5;M
2829;VICTORIA CARMEN;305;40.1;M
6887;VICTORIA CAROLINA;93;22.2;M
16006;VICTORIA CATALINA;34;28.4;M
21825;VICTORIA CECILIA;24;36.0;M
9670;VICTORIA CONCEPCION;61;51.0;M
6195;VICTORIA CRISTINA;106;33.2;M
17899;VICTORIA DANIELA;30;18.9;M
12022;VICTORIA DOLORES;47;57.9;M
3203;VICTORIA ELENA;253;36.0;M
17900;VICTORIA ELISA;30;32.9;M
6246;VICTORIA ELIZABETH;105;27.7;M
17901;VICTORIA EMILIA;30;48.5;M
21063;VICTORIA ENCARNACION;25;46.3;M
10863;VICTORIA ESPERANZA;53;42.0;M
13278;VICTORIA ESTEFANIA;42;21.4;M
11215;VICTORIA ESTHER;51;44.7;M
505;VICTORIA EUGENIA;4160;42.6;M
25598;VICTORIA EVA;20;36.2;M
25599;VICTORIA FATIMA;20;37.9;M
21826;VICTORIA FERNANDA;24;25.2;M
10107;VICTORIA FRANCISCA;58;55.1;M
15221;VICTORIA GABRIELA;36;17.0;M
16443;VICTORIA GUADALUPE;33;26.4;M
19021;VICTORIA HELENA;28;20.2;M
9671;VICTORIA INES;61;33.0;M
17902;VICTORIA INMACULADA;30;39.1;M
16444;VICTORIA IRENE;33;33.1;M
2287;VICTORIA ISABEL;420;34.9;M
20353;VICTORIA ISABELLA;26;6.7;M
11817;VICTORIA JANE;48;43.8;M
16007;VICTORIA JESUS;34;42.1;M
16857;VICTORIA JOSE;32;40.7;M
9811;VICTORIA JOSEFA;60;56.0;M
19672;VICTORIA JOSEFINA;27;44.3;M
16858;VICTORIA JUANA;32;58.3;M
16008;VICTORIA JULIA;34;43.4;M
18436;VICTORIA LEONOR;29;23.9;M
22621;VICTORIA LORENA;23;28.1;M
7475;VICTORIA LOUISE;84;37.0;M
19673;VICTORIA LOURDES;27;44.8;M
6342;VICTORIA LUCIA;103;26.5;M
9552;VICTORIA LUISA;62;42.8;M
13875;VICTORIA MANUELA;40;43.9;M
17331;VICTORIA MAR;31;30.1;M
9958;VICTORIA MARGARITA;59;41.7;M
1346;VICTORIA MARIA;991;34.8;M
19674;VICTORIA MARIE;27;27.6;M
20354;VICTORIA MARINA;26;34.9;M
7531;VICTORIA MERCEDES;83;43.7;M
25600;VICTORIA MONICA;20;33.7;M
22622;VICTORIA MONTSERRAT;23;31.5;M
25601;VICTORIA NIEVES;20;48.1;M
18437;VICTORIA NOEMI;29;23.0;M
11031;VICTORIA PATRICIA;52;35.6;M
17332;VICTORIA PAULA;31;28.3;M
13876;VICTORIA PAZ;40;51.4;M
3708;VICTORIA PILAR;209;44.2;M
23572;VICTORIA PINO;22;41.6;M
14206;VICTORIA RAQUEL;39;40.1;M
8004;VICTORIA ROCIO;77;27.0;M
19022;VICTORIA ROSA;28;49.6;M
11032;VICTORIA ROSARIO;52;43.3;M
5217;VICTORIA SOFIA;132;12.1;M
11818;VICTORIA SOLEDAD;48;36.4;M
7260;VICTORIA TERESA;87;40.0;M
5512;VICTORIA VALENTINA;123;11.9;M
25602;VICTORIA VANESA;20;36.8;M
23573;VICTORIA VERONICA;22;31.3;M
16009;VICTORIA YOLANDA;34;46.7;M
19528;VICTORIAN;27;69.1;H
657;VICTORIANA;2891;73.7;M
209;VICTORIANO;12757;64.0;H
20134;VICTORIANO ANGEL;26;61.3;H
12964;VICTORIANO ANTONIO;45;57.8;H
15169;VICTORIANO FRANCISCO;37;51.6;H
16612;VICTORIANO JAVIER;33;51.1;H
10693;VICTORIANO JESUS;57;50.8;H
4606;VICTORIANO JOSE;161;54.8;H
19529;VICTORIANO JUAN;27;59.2;H
4076;VICTORIANO MANUEL;190;48.5;H
18494;VICTORIANO MIGUEL;29;54.8;H
23075;VICTORIANO RAMON;22;59.5;H
518;VICTORINA;4020;75.1;M
488;VICTORINO;3605;67.9;H
17496;VICTORINO JOSE;31;59.7;H
13190;VICTORINO MANUEL;44;55.1;H
819;VICTORIO;1717;65.7;H
21471;VICTORIO JOSE;24;46.5;H
11891;VICTORIO MANUEL;50;50.4;H
3479;VICTORITA;227;41.7;M
14851;VICTORIYA;37;31.9;M
12749;VICTORY;44;11.4;M
3367;VIDA;237;32.2;M
480;VIDAL;3705;58.7;H
19530;VIDAL ANGEL;27;51.5;H
17497;VIDAL ANTONIO;31;51.7;H
6724;VIDALA;96;71.9;M
13279;VIDALIA;42;50.4;M
2650;VIDALINA;336;67.5;M
16445;VIDELINA;33;64.3;M
8978;VIDINA;67;33.0;M
23076;VIDMANTAS;22;47.8;H
13877;VIENA;40;27.8;M
12990;VIERA;43;42.7;M
13705;VIEUX;42;35.1;H
10104;VIGGO;61;11.0;H
7184;VIJAY;93;39.9;H
23963;VIJAY KUMAR;21;48.5;H
16246;VIKAS;34;32.2;H
11192;VIKRAM;54;32.8;H
14849;VIKTAR;38;44.4;H
860;VIKTOR;1610;39.3;H
19531;VIKTORAS;27;42.6;H
1978;VIKTORIA;524;26.4;M
1749;VIKTORIIA;646;28.6;M
3973;VIKTORIJA;190;31.0;M
1406;VIKTORIYA;934;34.4;M
21472;VIKTORS;24;43.7;H
9812;VIKTORYIA;60;33.7;M
25014;VILIUS;20;28.4;H
5271;VILLA;130;69.1;M
6463;VILLAR;101;72.4;M
18438;VILLAVICIOSA;29;65.4;M
1572;VILMA;776;43.9;M
25603;VILMA BEATRIZ;20;45.3;M
19675;VILMA CARMEN;27;49.2;M
16010;VILMA ELIZABETH;34;39.4;M
16859;VILMA ESPERANZA;32;50.2;M
25604;VILMA ESTHER;20;50.9;M
17903;VILMA ISABEL;30;43.9;M
13280;VILMA MARIA;42;50.9;M
20355;VILMA PATRICIA;26;45.2;M
25605;VILMA ROCIO;20;41.7;M
13878;VILMA ROSA;40;49.6;M
25606;VILMA ROSARIO;20;50.0;M
20356;VILMA YOLANDA;26;52.4;M
25015;VILSON;20;37.8;H
25016;VINAY;20;25.5;H
2172;VINCENT;440;34.7;H
25017;VINCENT PAUL;20;43.0;H
8768;VINCENZA;69;51.1;M
1376;VINCENZO;812;44.2;H
10105;VINICIO;61;49.7;H
3844;VINICIUS;205;24.6;H
10545;VINOD;58;42.1;H
1555;VINYET;792;12.5;M
4582;VIOLA;157;28.6;M
5189;VIOLANT;133;31.4;M
5012;VIOLANTE;139;65.2;M
8658;VIOLET;70;37.2;M
270;VIOLETA;9991;28.5;M
8265;VIOLETA CARMEN;74;39.3;M
17904;VIOLETA CRISTINA;30;31.2;M
14852;VIOLETA ELENA;37;36.7;M
23574;VIOLETA IONELA;22;32.1;M
19023;VIOLETA ISABEL;28;37.5;M
3464;VIOLETA MARIA;228;32.2;M
25607;VIOLETA PILAR;20;39.7;M
3398;VIOLETTA;234;23.3;M
15222;VIOLETTE;36;26.7;M
15223;VIOLINA;36;35.9;M
643;VIOREL;2420;45.1;H
18495;VIOREL ADRIAN;29;37.2;H
23964;VIOREL CONSTANTIN;21;37.5;H
17041;VIOREL CRISTIAN;32;35.1;H
17498;VIOREL DANIEL;31;34.9;H
12965;VIOREL FLORIN;45;36.1;H
18991;VIOREL GABRIEL;28;29.4;H
17499;VIOREL IOAN;31;42.1;H
25018;VIOREL IONEL;20;33.6;H
22241;VIOREL IONUT;23;26.4;H
15516;VIOREL MARIAN;36;34.3;H
23077;VIOREL NICOLAE;22;38.5;H
15866;VIOREL VASILE;35;40.8;H
21827;VIORELA;24;38.3;M
744;VIORICA;2409;48.2;M
17905;VIORICA ELENA;30;38.2;M
19024;VIORICA MARIA;28;46.9;M
24543;VIORICA MARIANA;21;38.5;M
2080;VIRA;487;50.9;M
19676;VIRGELINA;27;56.2;M
12262;VIRGEN;46;53.3;M
21064;VIRGEN MARIA;25;42.6;M
2469;VIRGIL;366;46.5;H
20135;VIRGILI;26;45.2;H
1826;VIRGILIA;600;72.9;M
22623;VIRGILINA;23;69.7;M
511;VIRGILIO;3421;62.8;H
14244;VIRGILIO ANTONIO;40;48.8;H
20799;VIRGILIO JESUS;25;49.7;H
9681;VIRGILIO JOSE;64;52.0;H
18992;VIRGILIO MANUEL;28;54.2;H
25019;VIRGILIU;20;43.1;H
105;VIRGINIA;44301;40.2;M
14207;VIRGINIA ALEJANDRA;39;31.4;M
16860;VIRGINIA ALICIA;32;51.6;M
16446;VIRGINIA ANA;33;42.2;M
15597;VIRGINIA ANGELES;35;47.4;M
17906;VIRGINIA ANTONIA;30;48.4;M
9959;VIRGINIA BEATRIZ;59;43.2;M
24544;VIRGINIA BELEN;21;33.7;M
4366;VIRGINIA CARMEN;167;40.7;M
16447;VIRGINIA CAROLINA;33;36.3;M
18439;VIRGINIA CONCEPCION;29;50.4;M
15224;VIRGINIA CRISTINA;36;44.0;M
14208;VIRGINIA DOLORES;39;48.8;M
10703;VIRGINIA ELENA;54;46.4;M
13543;VIRGINIA ELIZABETH;41;41.3;M
23575;VIRGINIA ESPERANZA;22;47.5;M
12991;VIRGINIA ESTHER;43;43.1;M
25608;VIRGINIA EUGENIA;20;37.7;M
23576;VIRGINIA FRANCISCA;22;55.5;M
18440;VIRGINIA INES;29;38.4;M
19677;VIRGINIA INMACULADA;27;42.7;M
5304;VIRGINIA ISABEL;129;41.4;M
24545;VIRGINIA JESUS;21;47.4;M
24546;VIRGINIA JOSEFA;21;58.3;M
21828;VIRGINIA LAURA;24;43.6;M
19025;VIRGINIA LOURDES;28;44.6;M
18441;VIRGINIA LUCIA;29;36.5;M
13879;VIRGINIA MARGARITA;40;45.5;M
1298;VIRGINIA MARIA;1055;38.3;M
11033;VIRGINIA MERCEDES;52;44.5;M
19026;VIRGINIA PATRICIA;28;38.5;M
5735;VIRGINIA PILAR;117;39.9;M
16861;VIRGINIA RAQUEL;32;42.5;M
11616;VIRGINIA ROCIO;49;31.9;M
14520;VIRGINIA ROSA;38;47.9;M
14853;VIRGINIA ROSARIO;37;45.5;M
14521;VIRGINIA SOLEDAD;38;40.2;M
8769;VIRGINIA TERESA;69;44.4;M
22624;VIRGINIA VERONICA;23;37.2;M
14209;VIRGINIA VICTORIA;39;44.2;M
9304;VIRGINICA;64;44.5;M
4932;VIRGINIE;142;39.6;M
8770;VIRGINIJA;69;50.4;M
18496;VIRGINIJUS;29;45.9;H
2424;VIRGINIO;374;62.1;H
7436;VIRIATO;89;53.4;H
9960;VIRIDIANA;59;37.6;M
21829;VIRNA;24;40.8;M
361;VIRTUDES;6713;66.6;M
11034;VIRTUDES MARIA;52;49.1;M
14522;VIRTUOSA;38;78.2;M
7856;VISHAL;83;30.5;H
13880;VISITA;40;74.0;M
333;VISITACION;7536;70.0;M
24547;VISITACION MARIA;21;60.2;M
3243;VITA;249;40.7;M
8096;VITAL;80;52.1;H
6457;VITALI;106;38.0;H
7409;VITALIA;85;54.8;M
5604;VITALIANO;126;67.1;H
3006;VITALIE;282;39.8;H
2310;VITALII;397;32.7;H
23577;VITALIIA;22;28.0;M
25020;VITALIJ;20;39.4;H
19027;VITALIJA;28;38.6;M
15517;VITALIJUS;36;40.2;H
3810;VITALINA;202;57.0;M
10865;VITALINO;56;70.3;H
1372;VITALIY;815;37.0;H
19028;VITALIYA;28;34.5;M
3511;VITALY;230;39.7;H
3270;VITO;251;39.3;H
4554;VITOR;164;27.8;H
9351;VITOR HUGO;67;27.8;H
2756;VITOR MANUEL;313;44.7;H
25021;VITORES;20;75.5;H
3165;VITORIA;257;46.9;M
8771;VITORINA;69;75.0;M
9130;VITORINO;69;64.7;H
13988;VITORIO;41;63.1;H
4882;VITTORIA;144;25.7;M
3227;VITTORIO;255;43.2;H
20136;VIVEK;26;25.3;H
24548;VIVENCIA;21;76.5;M
8820;VIVENCIO;72;69.1;H
1619;VIVIAN;735;37.0;M
18442;VIVIAN ANDREA;29;26.3;M
17333;VIVIAN MARIA;31;37.4;M
985;VIVIANA;1621;35.7;M
10543;VIVIANA ALEJANDRA;55;35.6;M
10253;VIVIANA ALEXANDRA;57;32.2;M
3582;VIVIANA ANDREA;218;33.0;M
8266;VIVIANA BEATRIZ;74;44.1;M
9672;VIVIANA CARMEN;61;43.0;M
6513;VIVIANA CAROLINA;100;29.4;M
19029;VIVIANA CRISTINA;28;38.8;M
5775;VIVIANA ELIZABETH;116;34.3;M
22625;VIVIANA ESTEFANIA;23;22.1;M
18443;VIVIANA GABRIELA;29;41.1;M
24549;VIVIANA INES;21;45.4;M
12750;VIVIANA ISABEL;44;39.5;M
24550;VIVIANA LORENA;21;38.1;M
24551;VIVIANA MABEL;21;41.5;M
7532;VIVIANA MARCELA;83;35.3;M
5776;VIVIANA MARIA;116;38.7;M
17907;VIVIANA NOEMI;30;44.3;M
12263;VIVIANA PAOLA;46;32.8;M
7134;VIVIANA PATRICIA;89;38.8;M
15598;VIVIANA RAQUEL;35;35.6;M
17334;VIVIANA ROCIO;31;37.6;M
17908;VIVIANA SOLEDAD;30;34.9;M
25609;VIVIANA VANESSA;20;31.4;M
19678;VIVIANA VERONICA;27;41.8;M
2661;VIVIANE;334;41.3;M
18444;VIVIANNE;29;40.3;M
6834;VIVIEN;94;41.4;M
13544;VIVIENNE;41;55.6;M
10394;VIVINA;56;65.7;M
3372;VLAD;241;24.0;H
12068;VLAD ALEXANDRU;49;17.8;H
12481;VLAD ANDREI;47;15.1;H
21473;VLAD CONSTANTIN;24;23.3;H
23965;VLAD DANIEL;21;19.5;H
17991;VLAD GABRIEL;30;15.1;H
14531;VLAD IONUT;39;19.1;H
15867;VLAD MIHAI;35;18.7;H
23966;VLAD STEFAN;21;18.0;H
7603;VLADA;82;21.4;M
18993;VLADIMER;28;42.8;H
612;VLADIMIR;2622;41.4;H
16011;VLADIMIRA;34;33.4;M
7437;VLADIMIRO;89;50.7;H
21474;VLADIMIRS;24;46.7;H
1632;VLADISLAV;648;25.8;H
7604;VLADISLAVA;82;25.3;M
23078;VLADISLAVS;22;34.8;H
23578;VLADLENA;22;29.8;M
14532;VLADUT;39;29.5;H
1747;VLADYSLAV;592;22.8;H
12751;VLADYSLAVA;44;22.5;M
14854;VOICA;37;56.9;M
6573;VOICHITA;99;46.4;M
23079;VOICU;22;49.9;H
3742;VOLHA;207;37.9;M
25022;VOLKAN;20;33.9;H
5605;VOLKER;126;55.7;H
603;VOLODYMYR;2647;43.4;H
12069;VORO;49;10.5;H
9682;VSEVOLOD;64;26.3;H
3153;VYACHESLAV;263;43.6;H
15599;VYARA;35;35.2;M
7379;VYTAUTAS;90;43.3;H
25023;WADIA;20;25.3;H
8821;WADIE;72;15.9;H
21475;WADII;24;29.5;H
2128;WAEL;453;11.3;H
2318;WAFA;413;26.8;M
2304;WAFAA;416;30.6;M
1992;WAFAE;519;24.2;M
5986;WAGNER;117;36.0;H
25024;WAHAB;20;23.8;H
19030;WAHBA;28;15.5;M
5770;WAHEED;122;36.1;H
10396;WAHIB;59;16.0;H
3209;WAHIBA;252;24.9;M
9949;WAHID;62;35.9;H
20357;WAHIDA;26;32.4;M
2478;WAIL;363;11.0;H
22242;WAJAHAT;23;23.9;H
8344;WAJID;77;33.7;H
8772;WALAA;69;10.5;M
7410;WALAE;85;6.7;M
23579;WALDA;22;72.2;M
5294;WALDEMAR;135;51.2;H
8549;WALDINA;71;70.0;M
14245;WALDINO;40;65.0;H
20800;WALDIR;25;46.6;H
2681;WALDO;327;51.9;H
20137;WALED;26;11.9;H
7920;WALEED;82;20.6;H
16012;WALESKA;34;29.2;M
15518;WALFRIDO;36;54.3;H
25025;WALI;20;17.5;H
594;WALID;2668;12.3;H
16448;WALKIRIA;33;39.3;M
18497;WALLACE;29;29.1;H
23080;WALLY;22;37.8;H
17335;WALQUIRIA;31;48.6;M
888;WALTER;1542;47.5;H
16613;WALTER ADRIAN;33;37.5;H
10106;WALTER ALBERTO;61;41.9;H
7921;WALTER ALEJANDRO;82;38.1;H
9570;WALTER ALEXANDER;65;28.2;H
22243;WALTER ALEXIS;23;33.1;H
22244;WALTER ALFONSO;23;43.9;H
14246;WALTER ALFREDO;40;46.1;H
10230;WALTER ANDRES;60;31.1;H
6138;WALTER ANTONIO;113;39.7;H
15868;WALTER ARIEL;35;40.1;H
23081;WALTER DAMIAN;22;35.9;H
5295;WALTER DANIEL;135;41.1;H
17992;WALTER DARIO;30;44.7;H
8421;WALTER DAVID;76;35.5;H
8345;WALTER EDUARDO;77;42.4;H
23082;WALTER EMILIO;22;43.5;H
8259;WALTER ENRIQUE;78;42.2;H
23967;WALTER ERNESTO;21;47.0;H
11529;WALTER FABIAN;52;41.8;H
11530;WALTER FERNANDO;52;40.5;H
19532;WALTER FRANCISCO;27;44.6;H
15519;WALTER GABRIEL;36;34.8;H
15520;WALTER GUILLERMO;36;44.6;H
19533;WALTER GUSTAVO;27;43.6;H
21476;WALTER HERNAN;24;44.4;H
9233;WALTER HUGO;68;46.0;H
13430;WALTER IVAN;43;37.8;H
8179;WALTER JAVIER;79;39.5;H
11029;WALTER JESUS;55;42.8;H
8822;WALTER JOSE;72;40.3;H
12289;WALTER LUIS;48;43.9;H
11892;WALTER MANUEL;50;42.3;H
17042;WALTER MARCELO;32;42.8;H
23083;WALTER MARIO;22;48.8;H
18994;WALTER MARTIN;28;43.0;H
18995;WALTER MAURICIO;28;35.6;H
12290;WALTER MIGUEL;48;38.8;H
11531;WALTER OMAR;52;44.7;H
22245;WALTER ORLANDO;23;41.7;H
18498;WALTER OSCAR;29;48.5;H
14850;WALTER OSWALDO;38;41.1;H
17500;WALTER PATRICIO;31;40.1;H
25026;WALTER RAFAEL;20;44.5;H
22246;WALTER RAMON;23;43.8;H
16247;WALTER RAUL;34;45.3;H
23084;WALTER RICARDO;22;41.3;H
18996;WALTER ROBERTO;28;45.2;H
19534;WALTER RUBEN;27;47.2;H
25027;WALTER VICENTE;20;46.5;H
17501;WALTER VINICIO;31;39.9;H
17993;WALTHER;30;46.2;H
6013;WALTRAUD;110;70.2;M
12291;WALY;48;37.4;H
3439;WANDA;230;37.6;M
25610;WANDA MARIA;20;42.2;M
8180;WANDER;79;27.7;H
16248;WANDERLEY;34;41.9;H
12966;WANDERSON;45;29.6;H
16449;WANESSA;33;28.6;M
7136;WANG;94;34.3;H
11433;WANG;50;37.1;M
22626;WANGFEN;23;40.8;M
20138;WANGJUN;26;38.4;H
21065;WANIA;25;21.1;M
13545;WANTING;41;11.3;M
25611;WANYI;20;19.1;M
22627;WANYING;23;29.7;M
4607;WAQAR;161;31.2;H
2493;WAQAS;360;29.7;H
2684;WARDA;331;19.2;M
22628;WARDIA;23;35.2;M
19535;WARIS;27;34.9;H
20139;WARREN;26;41.1;H
3803;WASEEM;208;32.2;H
5101;WASHINGTON;141;49.8;H
23085;WASHINGTON ALBERTO;22;48.6;H
23968;WASHINGTON DANIEL;21;41.2;H
12967;WASHINGTON EDUARDO;45;44.2;H
17994;WASHINGTON FERNANDO;30;39.8;H
16249;WASHINGTON JAVIER;34;35.9;H
23969;WASHINGTON RODRIGO;21;47.3;H
20140;WASIF;26;21.2;H
11617;WASILA;49;10.8;M
2114;WASIM;458;11.9;H
5305;WASIMA;129;14.7;M
25612;WASSA;20;15.5;M
5443;WASSILA;125;22.5;M
1522;WASSIM;713;8.7;H
3017;WASSIMA;276;18.4;M
10231;WAYNE;60;48.0;H
6835;WEAM;94;9.7;M
1491;WEI;734;33.9;H
2585;WEI;348;36.9;M
21830;WEI WEI;24;32.7;M
15869;WEIBIN;35;36.6;H
20801;WEIBO;25;23.7;H
22247;WEICHENG;23;30.5;H
11193;WEIDONG;54;40.8;H
4904;WEIFEN;143;39.8;M
4965;WEIFENG;146;33.9;H
23086;WEIGUANG;22;44.0;H
13989;WEIGUO;41;42.6;H
12292;WEIHAO;48;13.3;H
12023;WEIHONG;47;41.1;M
19536;WEIHUA;27;38.3;H
16450;WEIHUA;33;43.2;M
16614;WEIJIAN;33;28.6;H
4931;WEIJIE;147;24.4;H
12264;WEIJING;46;32.1;M
25613;WEIJUAN;20;40.5;M
5074;WEIJUN;142;37.8;H
22629;WEIJUN;23;43.7;M
23087;WEIKANG;22;23.6;H
5655;WEILI;119;37.7;M
21477;WEILIANG;24;34.9;H
23970;WEILIN;21;33.9;H
9813;WEILING;60;38.5;M
23088;WEILONG;22;30.2;H
10544;WEIMEI;55;38.8;M
12482;WEIMIN;47;43.9;H
13431;WEIMING;43;38.2;H
8260;WEIPING;78;43.8;H
19031;WEIPING;28;40.6;M
14247;WEIQIANG;40;32.0;H
11819;WEIQIN;48;38.3;M
25028;WEIRONG;20;42.2;H
12968;WEIWEI;45;30.7;H
3171;WEIWEI;256;31.9;M
17909;WEIXIAO;30;34.2;M
20141;WEIXIN;26;28.5;H
9814;WEIYAN;60;34.2;M
8596;WEIYI;74;28.9;H
25614;WEIYI;20;23.4;M
12992;WEIYING;43;41.6;M
11030;WEIYONG;55;38.4;H
8185;WEIZHEN;75;38.6;M
17502;WEIZHONG;31;45.2;H
20802;WELINGTON;25;34.7;H
5075;WELLINGTON;142;34.0;H
7438;WEN;89;35.4;H
6343;WEN;103;29.9;M
8261;WENBIN;78;33.9;H
10694;WENBO;57;21.3;H
6344;WENCESLA;103;72.2;M
7774;WENCESLAA;80;67.4;M
8773;WENCESLADA;69;74.5;M
724;WENCESLAO;2052;57.3;H
25615;WENCHE;20;63.5;M
20358;WENDI;26;20.8;M
1467;WENDY;874;33.5;M
15600;WENDY ALEXANDRA;35;28.0;M
16451;WENDY ALTAGRACIA;33;38.3;M
9815;WENDY ANN;60;62.1;M
16862;WENDY ANNE;32;61.1;M
4883;WENDY CAROLINA;144;30.7;M
6293;WENDY ELIZABETH;104;43.8;M
14210;WENDY JANE;39;53.4;M
21831;WENDY JOHANNA;24;29.7;M
21832;WENDY KARINA;24;33.3;M
16452;WENDY LIZETH;33;29.2;M
19032;WENDY LORENA;28;31.0;M
23580;WENDY MARGARET;22;70.3;M
9305;WENDY MARIA;64;31.0;M
23581;WENDY MERCEDES;22;31.9;M
19679;WENDY PAMELA;27;26.3;M
11035;WENDY PAOLA;52;26.8;M
9083;WENDY PATRICIA;66;41.2;M
17910;WENDY TATIANA;30;27.7;M
10864;WENDY VANESSA;53;28.0;M
18445;WENDY XIOMARA;29;32.3;M
24552;WENDY YADIRA;21;30.7;M
17336;WENDY YAMILETH;31;30.8;M
19537;WENGUANG;27;41.1;H
23089;WENHAI;22;41.2;H
5812;WENHAO;121;13.4;H
15521;WENHUA;36;43.8;H
21833;WENHUA;24;42.3;M
22248;WENHUI;23;31.0;H
16013;WENHUI;34;15.5;M
20803;WENJIAN;25;41.3;H
5568;WENJIE;127;23.4;H
11434;WENJIE;50;29.8;M
7533;WENJING;83;23.9;M
21066;WENJUAN;25;39.4;M
10107;WENJUN;61;28.8;H
21067;WENJUN;25;34.7;M
16615;WENKAI;33;22.3;H
13881;WENLI;40;36.5;M
17503;WENLIANG;31;38.5;H
10546;WENLONG;58;34.0;H
25616;WENMEI;20;41.8;M
23971;WENMING;21;42.3;H
16453;WENQI;33;18.6;M
25617;WENQIAN;20;22.1;M
18499;WENQIANG;29;27.3;H
25029;WENQING;20;45.3;H
18997;WENSHENG;28;40.9;H
14248;WENTAO;40;17.8;H
16863;WENTING;32;22.0;M
20804;WENWEI;25;30.9;H
7079;WENWEN;90;23.5;M
18998;WENWU;28;36.6;H
18446;WENXI;29;13.2;M
24553;WENXIA;21;30.4;M
20805;WENXIANG;25;25.4;H
18447;WENXIN;29;14.8;M
20806;WENXUAN;25;12.0;H
21834;WENYA;24;25.0;M
14523;WENYAN;38;31.3;M
21478;WENYI;24;34.1;H
22630;WENYI;23;23.5;M
11216;WENYING;51;42.0;M
23090;WENZHONG;22;44.2;H
2736;WERNER;317;63.1;H
8774;WERONIKA;69;20.1;M
9961;WESAL;59;8.8;M
23972;WESAM;21;30.4;H
4909;WESLEY;148;24.8;H
9414;WESSAL;63;10.2;M
24554;WHITNEY;21;17.6;M
11435;WIAAM;50;7.7;M
1137;WIAM;1317;8.4;M
5656;WIAME;119;11.1;M
2107;WIDAD;477;19.5;M
7922;WIESLAW;82;52.9;H
12024;WIESLAWA;47;56.1;M
3949;WIFREDO;198;57.1;H
18500;WIGBERTO;29;53.2;H
25618;WIHAM;20;12.0;M
8775;WIJDAN;69;7.9;M
5892;WIJDANE;113;15.8;M
13706;WIKTOR;42;15.3;H
8866;WIKTORIA;68;15.8;M
5132;WILBER;140;36.4;H
11532;WILBERT;52;34.6;H
23091;WILBERTO;22;47.0;H
4229;WILDER;181;37.8;H
13432;WILFRED;43;44.2;H
1616;WILFREDO;660;44.9;H
18999;WILFREDO ANTONIO;28;38.6;H
17995;WILFREDO JOSE;30;44.4;H
23582;WILFRIDA;22;49.3;M
8262;WILFRIDO;78;45.9;H
7089;WILFRIED;95;60.6;H
5813;WILHELM;121;64.9;H
9306;WILHELMINA;64;68.5;M
25619;WILHELMINA JOHANNA;20;64.3;M
25030;WILHELMUS;20;62.5;H
17504;WILHELMUS JOHANNES;31;65.5;H
12483;WILIAM;47;39.7;H
16250;WILIAN;34;32.0;H
15870;WILKIN;35;33.8;H
23092;WILKINS;22;31.6;H
16616;WILLAN;33;36.3;H
5529;WILLEM;128;62.1;H
10866;WILLI;56;60.1;H
717;WILLIAM;2065;40.3;H
6793;WILLIAM ALBERTO;100;39.8;H
12484;WILLIAM ALEJANDRO;47;25.9;H
4831;WILLIAM ALEXANDER;151;29.4;H
23973;WILLIAM ALEXIS;21;23.9;H
15170;WILLIAM ALFREDO;37;38.5;H
5190;WILLIAM ANDRES;138;26.9;H
20142;WILLIAM ANDREW;26;51.9;H
14851;WILLIAM ANTHONY;38;49.6;H
10397;WILLIAM ANTONIO;59;40.4;H
17043;WILLIAM ARMANDO;32;40.0;H
20807;WILLIAM ARTHUR;25;62.4;H
12485;WILLIAM CHARLES;47;62.2;H
13191;WILLIAM DANIEL;44;28.0;H
19000;WILLIAM DARIO;28;37.4;H
