Frecuencias de nombres masculinos;;;
Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018;;;
;;;
Nombres masculinos con frecuencia mayor o igual a 20 a nivel nacional.;;;
(*) Edad media de las personas que tienen ese nombre a nivel nacional.;;;
;;;
Orden;Nombre;Frecuencia;Edad Media (*)
20020;PABLO SIMON;26 ;34,3
20021;PASCUAL SALVADOR;26 ;54,3
20022;PATRICK ANDREI;26 ;4,8
20023;PATRICK ROBERT;26 ;51,0
20024;PAU LLUIS;26 ;31,7
20025;PAUL GEORGE;26 ;34,8
20026;PAUL GRAHAM;26 ;56,8
20027;PAULO EDUARDO;26 ;34,4
20028;PEDRO ANASTASIO;26 ;55,2
20029;PEDRO CANDIDO;26 ;57,0
20030;PEDRO VENTURA;26 ;46,7
20031;PENGPENG;26 ;28,2
20032;PHILIPPE ANDRE;26 ;54,7
20033;PIERRE MARIE;26 ;48,6
20034;PLACER;26 ;68,3
20035;POMPEU;26 ;49,2
20036;PORFIDIO;26 ;60,8
20037;QUER;26 ;9,5
20038;RACHED;26 ;34,7
20039;RADU BOGDAN;26 ;28,8
20040;RADU GHEORGHE;26 ;36,3
20041;RAJKUMAR;26 ;50,7
20042;RAMIZ;26 ;36,3
20043;RAMON ARMANDO;26 ;54,0
20044;RAMON AUGUSTO;26 ;44,8
20045;RAUL AUGUSTO;26 ;47,2
20046;RAUL ISMAEL;26 ;34,9
20047;RAUL JAIME;26 ;49,3
20048;REN;26 ;25,8
20049;REUBEN;26 ;29,2
20050;REZKI;26 ;46,1
20051;RICARDO DIEGO;26 ;41,7
20052;RICHARD ANDREW;26 ;50,4
20053;RICHARD PETER;26 ;54,6
20054;ROBERT ARTHUR;26 ;68,7
20055;ROBERT EDUARD;26 ;31,7
20056;ROBERT FRANCIS;26 ;58,9
20057;ROBERTO HORACIO;26 ;55,3
20058;ROBERTO SAMUEL;26 ;28,2
20059;ROCKY;26 ;27,2
20060;RODOLFO OSCAR;26 ;54,5
20061;RODOLFO VALENTIN;26 ;54,0
20062;RODRIGO GASTON;26 ;30,5
20063;RODRIGO MATIAS;26 ;28,3
20064;ROGELIO ALBERTO;26 ;50,7
20065;ROGELIO MIGUEL;26 ;50,3
20066;ROGER ALEJANDRO;26 ;23,1
20067;ROLF DIETER;26 ;71,9
20068;ROSMEN;26 ;31,5
20069;ROSSANO;26 ;47,4
20070;RUBEN GONZALO;26 ;35,4
20071;RUBEN MARCELO;26 ;41,4
20072;RUIJIE;26 ;18,4
20073;RYAN ALEXANDER;26 ;13,8
20074;SADAM;26 ;25,2
20075;SAIMON;26 ;16,8
20076;SALAHDINE;26 ;18,3
20077;SALIMU;26 ;19,8
20078;SALVADOR ERNESTO;26 ;44,8
20079;SAMIH;26 ;34,4
20080;SAMUEL PEDRO;26 ;27,4
20081;SANTIAGO ABEL;26 ;42,0
20082;SANTIAGO BENITO;26 ;51,3
20083;SANTIAGO FABIAN;26 ;21,2
20084;SANTIAGO MARIANO;26 ;48,5
20085;SANTOS DAVID;26 ;40,0
20086;SARUNAS;26 ;30,5
20087;SARWAN;26 ;44,8
20088;SASHKO;26 ;41,2
20089;SATIRO;26 ;59,5
20090;SEBASTIAN NICOLAE;26 ;23,8
20091;SEGUNDO ANDRES;26 ;53,0
20092;SEGUNDO BOLIVAR;26 ;46,3
20093;SEGUNDO GUILLERMO;26 ;53,7
20094;SERGIO ADOLFO;26 ;42,6
20095;SERGIO FILIPE;26 ;34,1
20096;SERGIO HUMBERTO;26 ;43,7
20097;SERGIU MARIAN;26 ;26,8
20098;SERGIU VASILE;26 ;25,7
20099;SEVERINO MANUEL;26 ;58,0
20100;SHAMIL;26 ;32,0
20101;SHAUL;26 ;22,8
20102;SIDNEI;26 ;40,5
20103;SIMON CARLOS;26 ;46,7
20104;SIMON LUIS;26 ;45,8
20105;SIMON ROBERT;26 ;47,3
20106;SINISA;26 ;43,5
20107;STEFAN LUCIAN;26 ;29,5
20108;STEVENS;26 ;25,0
20109;SUKHDEEP;26 ;24,7
20110;SURJEET;26 ;39,1
20111;TALIB;26 ;41,5
20112;TALWINDER;26 ;32,3
20113;TARUN;26 ;24,0
20114;TEODORO ANGEL;26 ;63,9
20115;TEOFILO JOSE;26 ;57,3
20116;THIAGO EZEQUIEL;26 ;6,4
20117;THIAGO JESUS;26 ;5,3
20118;THIERNO MAMADOU;26 ;32,1
20119;THOMAS ROBERT;26 ;39,9
20120;TIAGO DANIEL;26 ;24,0
20121;TIANLE;26 ;14,2
20122;TOMAS ALEXIS;26 ;40,1
20123;TOMAS GONZALO;26 ;46,3
20124;TONNY;26 ;48,7
20125;VASILE CORNEL;26 ;41,8
20126;VICENT FRANCESC;26 ;52,4
20127;VICENTE CESAR;26 ;55,1
20128;VICENTE LEONARDO;26 ;44,9
20129;VICENTE ROMAN;26 ;52,4
20130;VICTOR ALEXANDRE;26 ;29,1
20131;VICTOR FERMIN;26 ;42,2
20132;VICTOR RAMIRO;26 ;49,0
20133;VICTOR STEFAN;26 ;18,0
20134;VICTORIANO ANGEL;26 ;61,3
20135;VIRGILI;26 ;45,2
20136;VIVEK;26 ;25,3
20137;WALED;26 ;11,9
20138;WANGJUN;26 ;38,4
20139;WARREN;26 ;41,1
20140;WASIF;26 ;21,2
20141;WEIXIN;26 ;28,5
20142;WILLIAM ANDREW;26 ;51,9
20143;WILLIAM PETER;26 ;52,5
20144;WILMER DAVID;26 ;28,4
20145;WILMER JESUS;26 ;34,0
20146;WILSON ROLANDO;26 ;36,4
20147;XAVIER DAVID;26 ;26,6
20148;XAVIER RAMON;26 ;39,1
20149;XIANPING;26 ;48,3
20150;XICU;26 ;13,9
20151;XUEYONG;26 ;39,3
20152;YANIS ANDREI;26 ;3,2
20153;YASYN;26 ;26,0
20154;YERED;26 ;20,7
20155;YOBANY;26 ;38,0
20156;YONGBIN;26 ;38,5
20157;YONGFU;26 ;44,5
20158;YONGHAO;26 ;27,0
20159;YORDANY;26 ;26,9
20160;YORDY;26 ;25,2
20161;YULIANG;26 ;32,7
20162;YUNHAO;26 ;13,2
20163;YUQI;26 ;17,4
20164;YUZHE;26 ;6,7
20165;ZAN;26 ;32,7
20166;ZAYED;26 ;15,7
20167;ZHIJUN;26 ;32,9
20168;ZHIXIONG;26 ;44,7
20169;ABDELAZIS;25 ;44,2
20170;ABDELLILAH;25 ;38,4
20171;ABDELOIHED;25 ;45,4
20172;ABDENAJI;25 ;38,2
20173;ABDRAMANE;25 ;32,9
20174;ABEL CARLOS;25 ;51,2
20175;ABEL DARIO;25 ;36,5
20176;ABRAHAM DANIEL;25 ;12,2
20177;ABRAHAM MOISES;25 ;28,8
20178;ADELO;25 ;61,1
20179;ADHEMAR;25 ;40,4
20180;ADOLFO TOMAS;25 ;50,7
20181;ADRIAN CORNEL;25 ;35,8
20182;ADRIAN OSCAR;25 ;41,1
20183;ADRIANO MANUEL;25 ;40,2
20184;AGUSTIN ALFREDO;25 ;44,6
20185;AHMED YASSIN;25 ;8,1
20186;AIDAS;25 ;35,6
20187;AINAR;25 ;8,9
20188;AIRAM MANUEL;25 ;23,1
20189;AITOR ALEXANDER;25 ;11,9
20190;AITOR EDUARDO;25 ;25,9
20191;AITOR GABRIEL;25 ;15,9
20192;AIZAN;25 ;5,2
20193;AKASHDEEP;25 ;15,3
20194;ALBERTO SANTOS;25 ;46,3
20195;ALBIN;25 ;42,3
20196;ALBINO JOSE;25 ;44,0
20197;ALDO JOSE;25 ;36,3
20198;ALEJANDRO CRUZ;25 ;43,5
20199;ALEJANDRO HUMBERTO;25 ;44,5
20200;ALEJANDRO MAXIMO;25 ;30,6
20201;ALEJANDRO PAUL;25 ;18,0
20202;ALEKSEJ;25 ;33,1
20203;ALEM;25 ;19,7
20204;ALEX DAMIAN;25 ;20,5
20205;ALEX MICHAEL;25 ;22,1
20206;ALEX RAUL;25 ;22,3
20207;ALEXANDER PETER;25 ;31,9
20208;ALFONSO DIEGO;25 ;43,7
20209;ALFONSO GREGORIO;25 ;51,0
20210;ALIN IULIAN;25 ;29,5
20211;ALISTER;25 ;22,6
20212;ALVARO GUSTAVO;25 ;36,0
20213;ALVARO MARIO;25 ;40,1
20214;AMADOR LUIS;25 ;60,0
20215;AMADOU DIOULDE;25 ;32,1
20216;AMADY;25 ;38,5
20217;ANAKIN;25 ;6,8
20218;ANDERSON DANIEL;25 ;13,0
20219;ANDERSON STEVEN;25 ;18,4
20220;ANDRE MIGUEL;25 ;24,1
20221;ANDREE;25 ;26,3
20222;ANDREI VIOREL;25 ;29,4
20223;ANDREW STEPHEN;25 ;51,9
20224;ANDY ALEXANDER;25 ;17,9
20225;ANGEL CHRISTIAN;25 ;29,9
20226;ANGEL CLAUDIO;25 ;53,1
20227;ANGEL HECTOR;25 ;44,8
20228;ANGEL LEOPOLDO;25 ;51,1
20229;ANGEL MAURO;25 ;46,8
20230;ANGEL RAIMUNDO;25 ;63,1
20231;ANIBAL ANDRES;25 ;41,8
20232;ANICETO JOSE;25 ;54,2
20233;ANSELMO ANTONIO;25 ;59,0
20234;ANTAR;25 ;26,2
20235;ANTHONY XAVIER;25 ;20,8
20236;ANTONIO AMADEO;25 ;49,6
20237;ANTONIO FELICIANO;25 ;61,1
20238;ANTONIO HECTOR;25 ;48,3
20239;ANTONIO MARINO;25 ;60,4
20240;ANTONIO PLACIDO;25 ;50,9
20241;ANTONIO ROSENDO;25 ;57,3
20242;ANTONIUS;25 ;62,4
20243;ANTONY ALEXANDER;25 ;15,5
20244;ARGIDER;25 ;22,5
20245;ARIAM;25 ;17,7
20246;ARIDANE JOSE;25 ;27,2
20247;ARIEL ESTEBAN;25 ;36,7
20248;ARISMENDY;25 ;35,2
20249;ARKADII;25 ;39,6
20250;ARMANDO GABRIEL;25 ;30,3
20251;ARSENIO LUIS;25 ;55,5
20252;AVILIO;25 ;60,8
20253;AVINASH;25 ;30,7
20254;AXEL ALEJANDRO;25 ;14,1
20255;BADEL;25 ;26,0
20256;BAKAR;25 ;30,2
20257;BALBINO JOSE;25 ;45,4
20258;BALDOMER;25 ;63,6
20259;BALDOMERO JOSE;25 ;52,1
20260;BALRAJ;25 ;30,6
20261;BANGALI;25 ;29,3
20262;BANU;25 ;35,5
20263;BARTOLOMEO;25 ;49,0
20264;BASILIANO;25 ;67,9
20265;BASILIO MIGUEL;25 ;52,0
20266;BEBE;25 ;43,7
20267;BERNABE JESUS;25 ;44,7
20268;BERNARD JOSEPH;25 ;68,7
20269;BERNARDO GABRIEL;25 ;40,6
20270;BISMAR;25 ;33,5
20271;BOGDAN COSMIN;25 ;26,1
20272;BORJA SANTIAGO;25 ;26,1
20273;BOYI;25 ;16,9
20274;BOYU;25 ;12,3
20275;BRANDON STIVEN;25 ;16,3
20276;BRETT;25 ;40,6
20277;BRIAM;25 ;14,7
20278;BRIAN FREDERICK;25 ;72,5
20279;BRUNO ANDRE;25 ;31,7
20280;BRUNO RAFAEL;25 ;24,0
20281;BRYAN ADRIAN;25 ;16,8
20282;BRYAN ROBERTO;25 ;20,5
20283;CAMILLO;25 ;46,6
20284;CANCIO;25 ;67,1
20285;CARIM;25 ;25,7
20286;CARLOS ARSENIO;25 ;49,2
20287;CARLOS EDGARDO;25 ;43,9
20288;CARLOS HIGINIO;25 ;52,7
20289;CARMELO DANIEL;25 ;40,0
20290;CEFERINO MANUEL;25 ;58,0
20291;CEM;25 ;37,4
20292;CESAR TULIO;25 ;52,3
20293;CHENXUAN;25 ;5,2
20294;CHRISTIAN VICENTE;25 ;28,4
20295;CHRYSTIAN;25 ;21,3
20296;CHUNGUANG;25 ;46,6
20297;CIPRIAN DANIEL;25 ;30,2
20298;CLAUDIO ANGEL;25 ;51,7
20299;CLAUDIO ARIEL;25 ;47,5
20300;CLAUDIO GUSTAVO;25 ;49,7
20301;CLAUDIO NICOLAS;25 ;27,1
20302;COLOMAN;25 ;58,2
20303;CONRADO MANUEL;25 ;47,7
20304;CONSTANTIN IOAN;25 ;39,1
20305;CORALIO;25 ;65,0
20306;COSMO;25 ;24,1
20307;CRISTIAN EMILIO;25 ;28,2
20308;CRISTIAN ISMAEL;25 ;21,3
20309;CRISTOBAL EDUARDO;25 ;42,4
20310;CRISTOBAL FERNANDO;25 ;46,3
20311;CRISTOPHER ALEJANDRO;25 ;13,3
20312;CRISTOPHER DAVID;25 ;20,7
20313;CVETAN;25 ;48,3
20314;CYRILLE;25 ;41,3
20315;DAMIAN ALEXANDER;25 ;17,9
20316;DAMIAN ARIEL;25 ;35,3
20317;DANIEL AUREL;25 ;33,5
20318;DANIEL CRISTO;25 ;27,8
20319;DANIEL ISAIAS;25 ;22,3
20320;DANNY GABRIEL;25 ;26,7
20321;DANUT GABRIEL;25 ;25,2
20322;DARIO SEBASTIAN;25 ;26,0
20323;DAVID FELIX;25 ;43,2
20324;DAVID KEITH;25 ;59,4
20325;DAVID MALCOLM;25 ;67,1
20326;DAYLO;25 ;14,6
20327;DAYONG;25 ;37,9
20328;DEI;25 ;24,4
20329;DEIVY;25 ;20,2
20330;DEMETRIO ANTONIO;25 ;50,6
20331;DENIS SEBASTIAN;25 ;12,7
20332;DERIAN;25 ;13,9
20333;DILPREET;25 ;15,9
20334;DIOSCORO;25 ;57,3
20335;DJANGO;25 ;19,7
20336;DOLORES;25 ;71,3
20337;DOMINGO ALFREDO;25 ;53,3
20338;DRAZEN;25 ;26,9
20339;DUMITRU IONUT;25 ;27,7
20340;DYLAND;25 ;4,7
20341;EBERHARD;25 ;68,5
20342;EDDY FERNANDO;25 ;33,8
20343;EDGAR ARTURO;25 ;37,2
20344;EDIER;25 ;33,5
20345;EDIL;25 ;44,5
20346;EDISON ANTONIO;25 ;33,6
20347;EDISON GABRIEL;25 ;23,8
20348;EDUARDO BENITO;25 ;43,6
20349;EDUARDO FERMIN;25 ;48,6
20350;EDWIN GONZALO;25 ;39,4
20351;EDWIN HERNAN;25 ;38,9
20352;EDWIN RAUL;25 ;35,6
20353;EGAN;25 ;6,9
20354;EINER;25 ;17,9
20355;ELADIO LUIS;25 ;52,6
20356;ELADIO RAMON;25 ;56,3
20357;ELEODORO;25 ;62,5
20358;ELEUTERIO JOSE;25 ;60,7
20359;ELFIDIO;25 ;62,7
20360;ELIO JESUS;25 ;34,7
20361;ELISEO JAVIER;25 ;53,0
20362;ELISEO JESUS;25 ;47,1
20363;ELISEY;25 ;9,1
20364;ELOY RAFAEL;25 ;41,6
20365;EMANUEL JOSE;25 ;27,3
20366;EMILIO DAMIAN;25 ;43,7
20367;EMMANUEL DAVID;25 ;27,1
20368;ENRIQUE FERMIN;25 ;47,9
20369;ENRIQUE MARCOS;25 ;49,6
20370;ERIC WILLIAM;25 ;56,9
20371;ERLING;25 ;55,5
20372;ERNESTO SALVADOR;25 ;45,7
20373;ERRAMUN;25 ;51,7
20374;ESTEBAN EMILIO;25 ;46,5
20375;ESTEBAN MAURICIO;25 ;29,1
20376;EUSTOQUIO;25 ;72,1
20377;EXUPERANCIO;25 ;68,3
20378;EZEQUIEL FERNANDO;25 ;34,6
20379;FABIAN FRANCISCO;25 ;36,7
20380;FABIO LUIS;25 ;28,1
20381;FEDERICO ESTEBAN;25 ;39,0
20382;FELIX AUGUSTO;25 ;47,8
20383;FELIX AURELIO;25 ;57,0
20384;FELIX PASCUAL;25 ;60,9
20385;FERNANDO OMAR;25 ;35,2
20386;FERNANDO RAMIRO;25 ;50,4
20387;FIDEL ALBERTO;25 ;46,7
20388;FIDEL ALEJANDRO;25 ;38,4
20389;FIDEL JAVIER;25 ;49,3
20390;FLORENTINO JESUS;25 ;50,1
20391;FLORIN COSTEL;25 ;32,1
20392;FLORIN GEORGE;25 ;29,5
20393;FOUSSENY;25 ;33,6
20394;FRANCESC MARIA;25 ;49,1
20395;FRANCISCO BENIGNO;25 ;53,8
20396;FRANCISZEK;25 ;29,7
20397;FRANCO MATIAS;25 ;26,0
20398;FRANK LUIS;25 ;25,5
20399;FRANKLIN ANDRES;25 ;25,6
20400;FRANKLIN VINICIO;25 ;37,3
20401;FREDDY ARMANDO;25 ;43,3
20402;FREDDY ORLANDO;25 ;39,8
20403;FREDDY XAVIER;25 ;30,9
20404;FREDY FERNANDO;25 ;41,2
20405;GABRIEL HUMBERTO;25 ;38,6
20406;GABRIEL MATIAS;25 ;30,1
20407;GARCILASO;25 ;63,0
20408;GASTON ALBERTO;25 ;36,6
20409;GEIR;25 ;55,8
20410;GEORGI NIKOLOV;25 ;49,0
20411;GEOVANNY PATRICIO;25 ;35,0
20412;GERMAN SANTIAGO;25 ;39,6
20413;GHAILAN;25 ;46,1
20414;GHEORGHE DANUT;25 ;40,4
20415;GHEORGHE LAURENTIU;25 ;29,4
20416;GIANCARLOS;25 ;24,4
20417;GIL ANTONIO;25 ;51,9
20418;GIOSUE;25 ;28,0
20419;GIUSEPPE ANTONIO;25 ;46,2
20420;GONZALO ALVARO;25 ;40,6
20421;GONZALO ARIEL;25 ;28,0
20422;GONZALO RICARDO;25 ;42,0
20423;GORDON WILLIAM;25 ;63,1
20424;GREGORIO ALFONSO;25 ;54,3
20425;GREGORIO EMILIO;25 ;60,8
20426;GREGORIO ESTEBAN;25 ;58,0
20427;GREGORIO SALVADOR;25 ;49,9
20428;GUAIRE;25 ;11,2
20429;GUANGRONG;25 ;45,9
20430;GUIDO FERNANDO;25 ;42,1
20431;GUILLERMO ALVARO;25 ;34,8
20432;GUILLERMO HERNAN;25 ;44,2
20433;GUILLERMO JULIO;25 ;46,1
20434;GUIOMAR;25 ;25,5
20435;GUOXING;25 ;47,5
20436;GURJOT;25 ;8,1
20437;GUSTAVO HORACIO;25 ;51,3
20438;GYTIS;25 ;27,2
20439;HAFEEZ;25 ;41,5
20440;HAIDAR;25 ;28,6
20441;HAILONG;25 ;37,6
20442;HAMOUDI;25 ;38,2
20443;HASSAN ALI;25 ;22,2
20444;HECTOR DOMINGO;25 ;36,1
20445;HECTOR HERNANDO;25 ;49,5
20446;HECTOR TOMAS;25 ;36,3
20447;HENRY GABRIEL;25 ;29,3
20448;HEPING;25 ;47,7
20449;HERNAN MAURICIO;25 ;34,3
20450;HITESH;25 ;24,7
20451;HIZAN;25 ;16,1
20452;HOUMMADA;25 ;46,1
20453;HUGO RAMIRO;25 ;50,5
20454;HUMBERTO LUIS;25 ;48,0
20455;IACOV;25 ;21,6
20456;IAGO JOSE;25 ;19,9
20457;IAN ANDRES;25 ;6,9
20458;IAN MARTIN;25 ;34,6
20459;IANIS GABRIEL;25 ;5,3
20460;IGNACIO ADRIAN;25 ;30,9
20461;IGNACIO AITOR;25 ;47,3
20462;IGNACIO ARTURO;25 ;44,6
20463;IGNACIO EZEQUIEL;25 ;25,0
20464;IGNACIO GERMAN;25 ;43,1
20465;IGNACIO OSCAR;25 ;51,3
20466;IKER SAMUEL;25 ;6,2
20467;ILDEFONSO MARIA;25 ;47,9
20468;ILIE FLORIN;25 ;36,0
20469;INOCENCIO JOSE;25 ;52,8
20470;INUK;25 ;9,3
20471;IOAN RAUL;25 ;16,6
20472;ION CONSTANTIN;25 ;40,4
20473;ION LAURENTIU;25 ;38,3
20474;IONEL GABRIEL;25 ;34,0
20475;IONUT DAVID;25 ;8,6
20476;ISAAC ALEXANDER;25 ;11,3
20477;ISAAC SAMUEL;25 ;14,1
20478;ISHFAQ;25 ;41,9
20479;ISIDORO MIGUEL;25 ;58,3
20480;IVAN CESAR;25 ;36,7
20481;IVAN JUNIOR;25 ;14,1
20482;IVAN VASILEV;25 ;45,4
20483;IÑIGO FERNANDO;25 ;35,0
20484;JACINTO ALBERTO;25 ;48,9
20485;JACOBO JAVIER;25 ;32,1
20486;JACOBUS JOHANNES;25 ;65,3
20487;JAIRO JOSUE;25 ;24,9
20488;JAIRO LUIS;25 ;31,0
20489;JATIN;25 ;19,5
20490;JAVIER AMADOR;25 ;42,1
20491;JAVIER EUSEBIO;25 ;48,3
20492;JEFFERSON PATRICIO;25 ;21,3
20493;JEFRY;25 ;21,5
20494;JEROM;25 ;13,5
20495;JERONIMO DAVID;25 ;29,3
20496;JESUS DONATO;25 ;50,7
20497;JESUS HERNANDO;25 ;48,9
20498;JESUS NARCISO;25 ;61,5
20499;JESUS VALERIANO;25 ;57,0
20500;JHON ANDRES;25 ;23,7
20501;JHON MAURICIO;25 ;35,9
20502;JIANLIANG;25 ;41,5
20503;JIANQIANG;25 ;40,3
20504;JIANYUN;25 ;46,3
20505;JIEKE;25 ;17,1
20506;JOAN NICOLAS;25 ;18,3
20507;JOAQUIM JORGE;25 ;48,9
20508;JOAQUIN JAIME;25 ;53,9
20509;JOEL RICARDO;25 ;27,5
20510;JOHAN ENRIQUE;25 ;24,4
20511;JOHN DEREK;25 ;54,3
20512;JOHN EDUARD;25 ;34,9
20513;JOHN ERIK;25 ;36,3
20514;JONATHAN ALFREDO;25 ;26,3
20515;JONATHAN CRISTO;25 ;30,5
20516;JONATHAN EMANUEL;25 ;21,4
20517;JORDI GABRIEL;25 ;16,4
20518;JORGE ANSELMO;25 ;46,8
20519;JORGE BRUNO;25 ;39,3
20520;JORGE LAZARO;25 ;35,3
20521;JOSE ADONAY;25 ;22,5
20522;JOSE AGOSTINHO;25 ;49,5
20523;JOSE ALAIN;25 ;37,6
20524;JOSE ANGELES;25 ;60,5
20525;JOSE ANTON;25 ;50,9
20526;JOSE ECHEDEY;25 ;29,1
20527;JOSE GUADALUPE;25 ;43,5
20528;JOSE LUIS ANGEL;25 ;65,4
20529;JOSE LUIS MIGUEL;25 ;64,1
20530;JOSE LUIS PEDRO;25 ;67,5
20531;JOSE LUIS RAMON;25 ;66,9
20532;JOSE MELQUIADES;25 ;57,4
20533;JOSE MICHAEL;25 ;29,0
20534;JOSE ORENCIO;25 ;60,0
20535;JOSE RUBIEL;25 ;52,2
20536;JOSEBA JULEN;25 ;48,5
20537;JOSEPH EDWARD;25 ;49,6
20538;JUAN ANTON;25 ;41,6
20539;JUAN BALDOMERO;25 ;52,0
20540;JUAN BIENVENIDO;25 ;50,7
20541;JUAN CANCIO;25 ;56,7
20542;JUAN ESTANISLAO;25 ;54,3
20543;JUAN HERNAN;25 ;48,8
20544;JUAN INOCENCIO;25 ;54,0
20545;JUAN PAUL;25 ;34,1
20546;JUAN RIBERA;25 ;44,0
20547;JUAN SAHAGUN;25 ;45,9
20548;JUAN URBANO;25 ;52,6
20549;JULIAN ALEXIS;25 ;34,3
20550;JULIO ISAAC;25 ;38,9
20551;JUNHUA;25 ;35,9
20552;JUNHUI;25 ;19,6
20553;JUNIOR JESUS;25 ;24,4
20554;JUSTO MARIA;25 ;61,7
20555;KALEEM;25 ;33,2
20556;KELVIN RAFAEL;25 ;27,8
20557;KEVEN;25 ;22,5
20558;KEVIN ARMANDO;25 ;18,7
20559;KEVIN GEORGE;25 ;39,4
20560;KEVIN ISAAC;25 ;16,7
20561;KEVIN MARTIN;25 ;30,2
20562;KEVIN RODRIGO;25 ;18,5
20563;KEYVAN;25 ;30,9
20564;KOJI;25 ;45,0
20565;KONATE;25 ;39,1
20566;KRASTYO;25 ;46,4
20567;KRISHAN;25 ;40,3
20568;LAITH;25 ;20,9
20569;LAURENTIU VASILE;25 ;32,3
20570;LAURENTZI;25 ;44,4
20571;LAZARO ALBERTO;25 ;43,3
20572;LEE JAMES;25 ;39,2
20573;LEON MANUEL;25 ;49,4
20574;LEONARDO ALFONSO;25 ;38,3
20575;LEONIDA;25 ;39,9
20576;LLUIS CARLES;25 ;48,4
20577;LORENZO EDUARDO;25 ;43,4
20578;LORENZO JULIAN;25 ;51,3
20579;LUCAS MARIANO;25 ;32,6
20580;LUCAS PEDRO;25 ;36,0
20581;LUCIAN CRISTIAN;25 ;38,0
20582;LUCIAN DANIEL;25 ;31,5
20583;LUCIAN MARIUS;25 ;35,4
20584;LUCIAN MIHAI;25 ;30,3
20585;LUIS AMADEO;25 ;51,3
20586;LUIS ANDREI;25 ;8,9
20587;LUIS BRAULIO;25 ;49,4
20588;LUIS ESTUARDO;25 ;45,2
20589;LUIS MARCO;25 ;31,1
20590;LUIS STALIN;25 ;33,9
20591;LUIS VICTORIANO;25 ;51,9
20592;MAGEC;25 ;13,3
20593;MAHAMMED;25 ;39,9
20594;MAHIEDDINE;25 ;45,8
20595;MAKKI;25 ;51,1
20596;MANRAJ;25 ;4,9
20597;MANUEL BRUNO;25 ;43,5
20598;MANUEL HERNAN;25 ;42,2
20599;MANUEL JOSE MARIA;25 ;66,4
20600;MANUEL MELCHOR;25 ;55,6
20601;MARC ANDREI;25 ;5,5
20602;MARC JORDI;25 ;30,1
20603;MARCELINO JUAN;25 ;57,9
20604;MARCELL;25 ;21,9
20605;MARCELO RAMON;25 ;46,2
20606;MARCO EMILIO;25 ;37,3
20607;MARCO JULIO;25 ;41,4
20608;MARCO RAUL;25 ;39,8
20609;MARCO SEBASTIAN;25 ;17,7
20610;MARIAN ION;25 ;38,9
20611;MARIANO JORGE;25 ;46,1
20612;MARIANO SANTIAGO;25 ;56,0
20613;MARIO CONSTANTIN;25 ;5,5
20614;MARIO FLORIN;25 ;7,9
20615;MARIO ISAAC;25 ;29,8
20616;MARIO ROLANDO;25 ;45,2
20617;MARIUS DORIN;25 ;33,0
20618;MARIUS ILIE;25 ;33,5
20619;MARIUS OCTAVIAN;25 ;32,7
20620;MARIUSZ PIOTR;25 ;42,2
20621;MARK THOMAS;25 ;44,2
20622;MARTIN ANTHONY;25 ;49,1
20623;MARTIN ELIAS;25 ;31,6
20624;MARTIN FELIX;25 ;44,9
20625;MASSINISSA;25 ;24,0
20626;MATHIAS DANIEL;25 ;12,0
20627;MATTHEW PAUL;25 ;37,1
20628;MIGUEL BARTOLOME;25 ;47,7
20629;MIGUEL BENJAMIN;25 ;44,7
20630;MIGUEL FLORENCIO;25 ;46,5
20631;MIGUEL JUNIOR;25 ;17,7
20632;MIGUEL JUSTO;25 ;56,3
20633;MIHAEL;25 ;33,3
20634;MIHALACHE;25 ;47,3
20635;MIKEL ANGEL;25 ;24,2
20636;MILTON ALEXANDER;25 ;29,8
20637;MILTON RENE;25 ;42,8
20638;MINCHO;25 ;44,4
20639;MISHA;25 ;22,6
20640;MITCHEL;25 ;25,5
20641;MOHAMMED SGHIR;25 ;45,1
20642;MOHCEN;25 ;32,2
20643;MOISES AARON;25 ;22,5
20644;MOISES CARLOS;25 ;47,9
20645;MOISES ELIAS;25 ;34,9
20646;MOJTAR;25 ;43,8
20647;MONSSEF;25 ;18,9
20648;MOUHA;25 ;41,3
20649;MRABIH;25 ;36,3
20650;MUHAMMAD AHSAN;25 ;20,7
20651;MUHAMMAD AYAN;25 ;5,3
20652;MUHAMMAD SAAD;25 ;11,6
20653;MUHAMMAD SHOAIB;25 ;29,9
20654;MUHAMMAD YOUSAF;25 ;31,7
20655;MUSHEGH;25 ;38,6
20656;NADI;25 ;37,7
20657;NEIL ANTHONY;25 ;50,3
20658;NELSON ARTURO;25 ;44,0
20659;NELSON HUMBERTO;25 ;46,2
20660;NEMANJA;25 ;28,8
20661;NESTOR DARIO;25 ;39,7
20662;NICOLAE CLAUDIU;25 ;31,7
20663;NICOLAE ROBERT;25 ;29,7
20664;NICOLAS DIEGO;25 ;32,5
20665;NICOLAS LEONARDO;25 ;23,1
20666;NICOLAS MATEO;25 ;16,1
20667;NICOLAS SALVADOR;25 ;34,1
20668;NICULAIE;25 ;51,1
20669;NIKI;25 ;26,7
20670;NIMROD;25 ;28,5
20671;NORBERTO CARLOS;25 ;51,3
20672;OCTAVIO JUAN;25 ;48,6
20673;OHIAN;25 ;11,7
20674;OISIN;25 ;17,6
20675;OKACHA;25 ;43,8
20676;OMARU;25 ;24,7
20677;ORLANDO ANDRES;25 ;38,3
20678;OSAZEE;25 ;35,2
20679;OSCAR EFREN;25 ;43,5
