Orden;Nombre;Frecuencia;Edad media
21014;SHUJING;25 ;29,8
21015;SICA;25 ;43,9
21016;SILDA;25 ;55,3
21017;SILVIA BEGOÑA;25 ;43,2
21018;SILVIA GEMA;25 ;35,5
21019;SILVIA JACQUELINE;25 ;41,6
21020;SIMONA FLORINA;25 ;33,0
21021;SIRKKA LIISA;25 ;70,6
21022;SIYING;25 ;15,5
21023;SIYUAN;25 ;14,4
21024;SOFIA ADRIANA;25 ;15,3
21025;SOFIA MANUELA;25 ;29,3
21026;SOFIA MARIE;25 ;9,8
21027;SOFIA MONTSERRAT;25 ;25,5
21028;SOFIA PAOLA;25 ;15,4
21029;SOHRA;25 ;46,5
21030;SOKHNA DIARRA;25 ;11,3
21031;SOLEA;25 ;7,1
21032;SOLEDAD TERESA;25 ;53,9
21033;SONIA CATALINA;25 ;44,5
21034;SONIA MANUELA;25 ;37,5
21035;SONIA SUSANA;25 ;45,3
21036;SOUADOU;25 ;28,5
21037;SPASKA;25 ;45,9
21038;STEFANIA DANIELA;25 ;28,4
21039;STOYKA;25 ;56,2
21040;SU;25 ;34,3
21041;SUIHONG;25 ;48,9
21042;SUMAIYA;25 ;15,6
21043;SUN;25 ;39,1
21044;SURIA;25 ;25,0
21045;SUSAN ELAINE;25 ;58,7
21046;SUSAN LINDA;25 ;63,3
21047;TALIA MARIA;25 ;29,2
21048;TANIA VERONICA;25 ;32,5
21049;TATIANA CRISTINA;25 ;30,8
21050;TAYSA;25 ;17,5
21051;THAISA;25 ;23,3
21052;TIGIST;25 ;13,1
21053;TLAITMASS;25 ;56,4
21054;TOLENTINA;25 ;69,1
21055;TURID;25 ;73,5
21056;UMAYMA;25 ;12,3
21057;VALENTINA MARIANA;25 ;29,0
21058;VALERIA DANIELA;25 ;23,3
21059;VALI;25 ;44,4
21060;VANESA ANDREA;25 ;28,9
21061;VANESA DOLORES;25 ;33,2
21062;VERKA;25 ;51,9
21063;VICTORIA ENCARNACION;25 ;46,3
21064;VIRGEN MARIA;25 ;42,6
21065;WANIA;25 ;21,1
21066;WENJUAN;25 ;39,4
21067;WENJUN;25 ;34,7
21068;XELO;25 ;32,6
21069;XIAOLE;25 ;30,4
21070;XIAOXI;25 ;26,7
21071;XINJIE;25 ;23,1
21072;XIOMARA ALTAGRACIA;25 ;49,1
21073;XUANXUAN;25 ;9,9
21074;XUYING;25 ;34,0
21075;YAMIRKA;25 ;39,9
21076;YANYING;25 ;39,2
21077;YAUHENIYA;25 ;39,3
21078;YAZMINA PINO;25 ;32,6
21079;YENIFER MARIA;25 ;26,3
21080;YENNY ANDREA;25 ;35,1
21081;YENNY ELIZABETH;25 ;40,5
21082;YESSENIA CARMEN;25 ;29,3
21083;YILENA;25 ;18,1
21084;YOLANDA ANGELICA;25 ;51,1
21085;YOLANDA LOURDES;25 ;49,8
21086;YUHUI;25 ;29,3
21087;YUJUAN;25 ;41,5
21088;YVONNE MARIE;25 ;63,6
21089;ZENAIDE;25 ;46,8
21090;ZHAIRA;25 ;17,3
21091;ZI;25 ;26,6
21092;ZINOVIA;25 ;57,3
21093;ZIQING;25 ;11,4
21094;ZIXI;25 ;7,9
21095;ADA CRISTINA;24 ;41,8
21096;ADANAY;24 ;9,7
21097;ADARA MARIA;24 ;13,1
21098;ADJOU;24 ;42,6
21099;ADRIANA EDITH;24 ;44,4
21100;ADRIANA ESPERANZA;24 ;30,4
21101;ADRIANA STEFANIA;24 ;20,4
21102;AERIS;24 ;3,9
21103;AGNESA;24 ;39,2
21104;AIDA CECILIA;24 ;48,9
21105;AIDARA;24 ;9,5
21106;AIDI;24 ;37,9
21107;AINARA CRISTINA;24 ;10,2
21108;AINOHA MARIA;24 ;17,2
21109;AISETU;24 ;11,3
21110;AITANA CRISTINA;24 ;8,6
21111;AIYAN;24 ;42,3
21112;ALBA ALEXANDRA;24 ;23,8
21113;ALBA ANGELES;24 ;24,0
21114;ALBA ESTELA;24 ;43,3
21115;ALBA MILENA;24 ;40,5
21116;ALBA NURY;24 ;49,3
21117;ALBA SOLEDAD;24 ;19,5
21118;ALCIONE;24 ;41,6
21119;ALEJANDRA NICOLE;24 ;14,8
21120;ALEXANDRA OANA;24 ;25,9
21121;ALICIA CANDELARIA;24 ;40,5
21122;ALICIA CECILIA;24 ;54,0
21123;ALICIA ELVIRA;24 ;49,3
21124;ALICIA EMILIA;24 ;53,9
21125;ALICIA VANESA;24 ;36,7
21126;ALICIA VIRGINIA;24 ;49,4
21127;ALINA COSMINA;24 ;29,2
21128;ALINA LILIANA;24 ;34,5
21129;ALINA MARINELA;24 ;32,0
21130;ALMA LUZ;24 ;42,1
21131;ALMA SOFIA;24 ;8,6
21132;ALMA VICTORIA;24 ;13,4
21133;ALMUDENA ANGELES;24 ;30,4
21134;AMADA ISABEL;24 ;45,5
21135;AMAI;24 ;22,1
21136;AMANDA CARIDAD;24 ;18,3
21137;AMERICA PILAR;24 ;57,7
21138;AMINAH;24 ;14,0
21139;ANA AMAYA;24 ;48,2
21140;ANA BALBINA;24 ;51,6
21141;ANA CELI;24 ;52,2
21142;ANA ENGRACIA;24 ;47,9
21143;ANA KAROLINA;24 ;23,5
21144;ANA MARCELINA;24 ;57,3
21145;ANA MARISA;24 ;35,4
21146;ANAHID;24 ;37,5
21147;ANAIS CARMEN;24 ;22,5
21148;ANAIT;24 ;39,8
21149;ANDRA NICOLETA;24 ;16,1
21150;ANDREA ABIGAIL;24 ;17,3
21151;ANDREA CARINA;24 ;42,3
21152;ANDREA ELISA;24 ;27,8
21153;ANDREA MARIBEL;24 ;28,8
21154;ANDREA RAMONA;24 ;30,3
21155;ANDREEA PATRICIA;24 ;11,6
21156;ANFEL;24 ;7,6
21157;ANGELA JOSEFINA;24 ;54,1
21158;ANGELA VALERIA;24 ;23,5
21159;ANGELES INMACULADA;24 ;49,7
21160;ANGELICA GABRIELA;24 ;28,0
21161;ANGELICA MERCEDES;24 ;34,1
21162;ANGELICA PAOLA;24 ;30,5
21163;ANGELICA ROSARIO;24 ;41,0
21164;ANGELICA VICTORIA;24 ;27,7
21165;ANNA ZOFIA;24 ;43,0
21166;ANNELIE;24 ;56,8
21167;ANTONELLA SOFIA;24 ;14,8
21168;ANTONIA AGUSTINA;24 ;64,0
21169;ANTONIA AMELIA;24 ;60,3
21170;ANTONIA CAROLINA;24 ;45,6
21171;ANTONIA CINTA;24 ;53,8
21172;ANTONIA CONSUELO;24 ;66,0
21173;ANTONIA PINO;24 ;55,7
21174;ANTONIA SANDRA;24 ;43,0
21175;ANTONIA VALLE;24 ;48,0
21176;ANYARA;24 ;11,5
21177;ARANZAZU CARMEN;24 ;39,6
21178;AREESHA;24 ;4,6
21179;ARHIMO;24 ;59,3
21180;ARISLEYDA;24 ;35,6
21181;AROA ISABEL;24 ;21,2
21182;ARSELA;24 ;53,4
21183;ASUNCION ROCIO;24 ;39,5
21184;ATSEGIÑE;24 ;31,9
21185;AUDE;24 ;34,7
21186;AURA ISABEL;24 ;42,7
21187;AURENTINA;24 ;76,5
21188;AURORA ASCENSION;24 ;57,1
21189;AURORA FRANCISCA;24 ;64,6
21190;AXELLE;24 ;21,3
21191;BAHAR;24 ;28,4
21192;BARBARA RAQUEL;24 ;33,2
21193;BEATRIZ ASUNCION;24 ;41,9
21194;BEATRIZ NIEVES;24 ;44,7
21195;BEATRIZ OLGA;24 ;51,5
21196;BEATRIZ SARA;24 ;44,2
21197;BEATRIZ SILVIA;24 ;40,8
21198;BEATRIZ VERONICA;24 ;37,2
21199;BEGOÑA LUCIA;24 ;47,5
21200;BELLA ROSA;24 ;57,8
21201;BELLA TRINIDAD;24 ;47,9
21202;BERTA LUISA;24 ;52,8
21203;BERTHA LIDIA;24 ;46,5
21204;BERTILDA;24 ;62,5
21205;BESSY LORENA;24 ;32,4
21206;BETHANY;24 ;23,3
21207;BETTY ISABEL;24 ;45,7
21208;BIANCA RALUCA;24 ;21,8
21209;BIENVENIDA CARMEN;24 ;61,0
21210;BLANCA ASUNCION;24 ;37,9
21211;BLANCA GUADALUPE;24 ;39,9
21212;BLANCA JIMENA;24 ;35,4
21213;BLANCA MARLENE;24 ;46,4
21214;BLANCA VIRGINIA;24 ;43,9
21215;BOYANA;24 ;33,7
21216;BRITHANY;24 ;6,8
21217;CAMILA IGNACIA;24 ;21,8
21218;CANDELARIA COVADONGA;24 ;56,8
21219;CANDELARIA DOLORES;24 ;56,9
21220;CARLA ANTONELLA;24 ;21,4
21221;CARLA LUISA;24 ;25,7
21222;CARLA TATIANA;24 ;26,5
21223;CARMELA MARIA;24 ;44,0
21224;CARMEN AVELINA;24 ;68,2
21225;CARMEN HORTENSIA;24 ;59,2
21226;CARMEN LILIAN;24 ;45,0
21227;CARMEN LORENZA;24 ;54,7
21228;CARMEN LUCRECIA;24 ;54,1
21229;CARMEN MELANIA;24 ;38,6
21230;CARMEN NAYARA;24 ;13,9
21231;CARMEN OLIMPIA;24 ;51,4
21232;CARMEN PURA;24 ;57,4
21233;CARMEN YESENIA;24 ;30,5
21234;CAROL VANESSA;24 ;29,3
21235;CAROLINA ELISABET;24 ;33,1
21236;CARRIE;24 ;30,8
21237;CATALINA FLORENTINA;24 ;26,0
21238;CATALINA LOURDES;24 ;45,3
21239;CATALINA SOFIA;24 ;22,2
21240;CELIA JOSEFA;24 ;62,2
21241;CELIA NOEMI;24 ;38,0
21242;CESIA;24 ;17,9
21243;CHAO;24 ;34,3
21244;CHRISTINA MARIE;24 ;35,5
21245;CILIA;24 ;38,7
21246;CINDY GABRIELA;24 ;24,3
21247;CINDY JOHANA;24 ;28,0
21248;CLARA INMACULADA;24 ;28,8
21249;CLARA JESUS;24 ;48,9
21250;CLARA MANUELA;24 ;35,8
21251;CLAUDIA IVONNE;24 ;41,5
21252;CLAUDIA JUDITH;24 ;40,1
21253;CLAUDIA LEONOR;24 ;37,7
21254;CLAUDIA MIRELA;24 ;38,8
21255;CLAUDIA TATIANA;24 ;32,3
21256;COCA;24 ;49,0
21257;CONCEPCION TRINIDAD;24 ;56,7
21258;CONSUELO ELENA;24 ;59,7
21259;CONSUELO ENCARNACION;24 ;60,0
21260;CORINA IOANA;24 ;31,5
21261;CRISTINA AMALIA;24 ;40,0
21262;CRISTINA BLANCA;24 ;44,9
21263;CRISTINA ELISABETH;24 ;30,1
21264;CRISTINA JUANA;24 ;46,3
21265;CRISTINA PAZ;24 ;39,0
21266;CYNTHIA PAMELA;24 ;29,0
21267;DAHELIRE;24 ;11,8
21268;DAIANA BELEN;24 ;24,4
21269;DAIMARA;24 ;19,6
21270;DAJANA;24 ;33,5
21271;DANIELA CAMELIA;24 ;39,4
21272;DANIELA ESTHER;24 ;28,8
21273;DAWN ELIZABETH;24 ;54,2
21274;DEBORA RAQUEL;24 ;32,2
21275;DEISE;24 ;42,7
21276;DEISY PATRICIA;24 ;30,1
21277;DENISA ANA MARIA;24 ;14,2
21278;DENISA VALENTINA;24 ;12,4
21279;DENISE ANNE;24 ;58,2
21280;DESSISLAVA;24 ;36,8
21281;DIANA JANETH;24 ;39,8
21282;DIANA JOSEFINA;24 ;36,7
21283;DIANA LEONOR;24 ;31,5
21284;DIANA LOREDANA;24 ;28,0
21285;DIANA MADALINA;24 ;22,5
21286;DINAH;24 ;45,6
21287;DITA;24 ;44,4
21288;DOINA ELENA;24 ;44,5
21289;DOLORES ALICIA;24 ;60,5
21290;DOLORES AMELIA;24 ;66,1
21291;DOLORES JOSE;24 ;49,5
21292;DORALIA;24 ;68,6
21293;DRAGICA;24 ;62,8
21294;EDILEUZA;24 ;44,4
21295;EDITH CAROLINA;24 ;34,7
21296;EDITH MARLENE;24 ;42,3
21297;EL MOFADDALA;24 ;48,8
21298;ELADINA;24 ;77,2
21299;ELBA MARINA;24 ;47,4
21300;ELENA FELICIA;24 ;37,8
21301;ELENA IVANOVA;24 ;43,8
21302;ELENA IZABELA;24 ;25,2
21303;ELENA LORENA;24 ;23,9
21304;ELENA VICENTA;24 ;58,7
21305;ELIA MARINA;24 ;42,2
21306;ELIDA BEATRIZ;24 ;54,6
21307;ELISA ANGELA;24 ;49,4
21308;ELISA LUCIA;24 ;51,6
21309;ELIZABETH RUTH;24 ;48,0
21310;ELIZABETH VALLE;24 ;42,8
21311;ELOINA MARIA;24 ;60,4
21312;ELSA ESTER;24 ;66,1
21313;EMIKO;24 ;39,7
21314;EMILIA ENCARNACION;24 ;60,0
21315;EMILIA ESPERANZA;24 ;55,6
21316;EMILIA JUANA;24 ;65,3
21317;EMILIA ROCIO;24 ;45,9
21318;ENCARNACION FRANCISCA;24 ;57,8
21319;ERIKA JAZMIN;24 ;24,5
21320;ERIKA KARINA;24 ;29,3
21321;ERIKA LISBETH;24 ;20,5
21322;ERMESINDA;24 ;76,0
21323;ESPERANZA JOSEFA;24 ;68,1
21324;ESRAE;24 ;4,7
21325;ESTEFANY CAROLINA;24 ;23,4
21326;ESTHER ANGELES;24 ;45,3
21327;ESTHER CONSUELO;24 ;50,5
21328;ESTRELLA INMACULADA;24 ;47,1
21329;ESTRELLA ROSARIO;24 ;39,9
21330;ESTRELLITA;24 ;44,8
21331;EUGENIA ROSA;24 ;63,0
21332;EUSEBIA CARMEN;24 ;61,7
21333;EUTROPIA;24 ;74,3
21334;EVA BEGOÑA;24 ;47,5
21335;EVA CANDELARIA;24 ;40,3
21336;EVA LEONOR;24 ;44,6
21337;EVA MARIA PILAR;24 ;46,8
21338;EVELYN NICOLE;24 ;15,5
21339;FABIANA CRISTINA;24 ;33,5
21340;FABIOLA ALEXANDRA;24 ;30,1
21341;FANNY MARGARITA;24 ;52,7
21342;FATIMA ALEXANDRA;24 ;30,0
21343;FATIMA EZZOHRA;24 ;33,0
21344;FATIMA ROSA;24 ;43,6
21345;FATIMA VICTORIA;24 ;31,8
21346;FATIMATU;24 ;28,4
21347;FATTOUM;24 ;53,8
21348;FELICIA ELENA;24 ;36,5
21349;FERNANDA ESTEFANIA;24 ;22,0
21350;FIORELLA MARIA;24 ;28,4
21351;FLOR ELIZABETH;24 ;44,2
21352;FLORENTINA ALEXANDRA;24 ;18,8
21353;FLORENTINA SIMONA;24 ;31,7
21354;FLORINA ALEXANDRA;24 ;22,6
21355;FUNDAMENTO;24 ;65,2
21356;GABRIELA DIANA;24 ;29,3
21357;GABRIELA EDITH;24 ;38,3
21358;GABRIELA LOURDES;24 ;32,8
21359;GALENA;24 ;10,7
21360;GELEN;24 ;28,4
21361;GEMA AMPARO;24 ;42,5
21362;GEMA MARINA;24 ;29,7
21363;GEMA RAQUEL;24 ;41,3
21364;GEMMA LOURDES;24 ;44,1
21365;GENET;24 ;19,6
21366;GEORGETA ALINA;24 ;35,9
21367;GEORGETA GABRIELA;24 ;40,0
21368;GEORGIANA CLAUDIA;24 ;27,8
21369;GEORGIANA LARISA;24 ;23,5
21370;GERTRUDES;24 ;59,5
21371;GHYZLANE;24 ;28,5
21372;GIGLIOLA;24 ;43,7
21373;GINA LORENA;24 ;37,8
21374;GISELA ANDREA;24 ;35,7
21375;GLADYS ESTER;24 ;51,8
21376;GLADYS PIEDAD;24 ;51,0
21377;GLEICE;24 ;37,1
21378;GLORIA HELENA;24 ;48,3
21379;GLORIA JUDITH;24 ;47,4
21380;GLORIA VANESSA;24 ;36,4
21381;GRACIELA ELENA;24 ;58,2
21382;GRACIELA ROSA;24 ;61,5
21383;GRACIELA TERESA;24 ;58,8
21384;GRACIOSA;24 ;73,0
21385;GRETA MARIA;24 ;33,4
21386;GUADALUPE LUCIA;24 ;53,3
21387;GUITA;24 ;36,6
21388;GUNDO;24 ;28,7
21389;GWENDOLYNE;24 ;28,3
21390;HABIBATOU;24 ;24,3
21391;HAJNAL;24 ;45,2
21392;HANNAH MARIA;24 ;19,8
21393;HATOUMATA;24 ;25,9
21394;HAYDEE MARIA;24 ;49,9
21395;HAYKANUSH;24 ;48,9
21396;HENRIETTA;24 ;35,5
21397;HERMITA;24 ;67,4
21398;HEROINA;24 ;65,9
21399;HILDA ELENA;24 ;52,5
21400;HILDA ESPERANZA;24 ;50,5
21401;HILDA ESTHER;24 ;60,2
21402;HIMAR;24 ;8,2
21403;HODEIA;24 ;18,5
21404;HONESTA;24 ;78,1
21405;HUMAIMA;24 ;16,4
21406;IDELIA;24 ;67,0
21407;IELYZAVETA;24 ;25,6
21408;ILENIA CARMEN;24 ;26,3
21409;ILINA;24 ;23,8
21410;ILLARE;24 ;8,1
21411;ILSA;24 ;32,8
21412;INES LEONOR;24 ;41,0
21413;INES LOURDES;24 ;43,1
21414;INHA;24 ;41,3
21415;INHAR;24 ;7,5
21416;IONELA LAURA;24 ;34,6
21417;IONELA VALENTINA;24 ;26,5
21418;IRENE FATIMA;24 ;39,5
21419;IRENE NATALIA;24 ;31,8
21420;IRENE VALENTINA;24 ;14,5
21421;IRINA IOANA;24 ;26,7
21422;IRINA NICOLETA;24 ;28,8
21423;IRMA ELENA;24 ;48,0
21424;IRMA PATRICIA;24 ;42,4
21425;ISABEL AZUCENA;24 ;53,6
21426;ISABEL JOSE;24 ;46,8
21427;ISABEL JULIANA;24 ;59,3
21428;ISABEL MARIA PILAR;24 ;68,6
21429;ISMARAY;24 ;30,3
21430;ISSRAA;24 ;4,9
21431;IZABELA KATARZYNA;24 ;36,9
21432;JADE MARIA;24 ;16,0
21433;JAHIDA;24 ;33,8
21434;JANELY;24 ;11,8
21435;JANETA;24 ;47,3
21436;JANKEY;24 ;38,3
21437;JEMINA;24 ;33,1
21438;JENIFER CAROLINA;24 ;25,8
21439;JENNY VIVIANA;24 ;33,7
21440;JERUSA;24 ;38,1
21441;JESSICA MABEL;24 ;29,0
21442;JESSICA MARIE;24 ;28,9
21443;JIANFANG;24 ;41,7
21444;JIAWEI;24 ;20,0
21445;JIAXI;24 ;11,8
21446;JOANNA AGNIESZKA;24 ;36,4
21447;JOANNA BARBARA;24 ;38,3
21448;JOSEFA AVELINA;24 ;65,8
21449;JOSEFA DOMINGA;24 ;69,2
21450;JOSEFA OLIVA;24 ;61,1
21451;JOSSELYN;24 ;21,4
21452;JOSSELYN MICHELLE;24 ;21,3
21453;JUANA GREGORIA;24 ;64,5
21454;JUANA PAZ;24 ;65,0
21455;JUDI;24 ;23,0
21456;JUDITH PATRICIA;24 ;45,1
21457;JULIA ADRIANA;24 ;32,6
21458;JULIA GLORIA;24 ;66,1
21459;JULIA MAR;24 ;36,6
21460;JULIA NATALIA;24 ;48,1
21461;JULIANA CRISTINA;24 ;39,5
21462;JULIE MARGARET;24 ;58,4
21463;JUNE MARGARET;24 ;69,7
21464;JUNMEI;24 ;41,2
21465;JUVENCIA;24 ;75,0
21466;KADIJATU;24 ;15,2
21467;KAJA;24 ;25,0
21468;KANTA;24 ;65,0
21469;KAPKA;24 ;46,3
21470;KAREN LISETH;24 ;24,2
21471;KAREN NATALIA;24 ;25,8
21472;KAREN YAMILETH;24 ;28,8
21473;KARINA VANESA;24 ;37,3
21474;KARINA VIVIANA;24 ;40,0
21475;KARLA CECILIA;24 ;31,7
21476;KARLA XIOMARA;24 ;30,9
21477;KATARZYNA MAGDALENA;24 ;36,5
21478;KATHRYN ELIZABETH;24 ;43,4
21479;KELLY ANDREA;24 ;21,5
21480;KELLY MARIA;24 ;28,0
21481;KERENA;24 ;19,9
21482;KERRY ANNE;24 ;38,8
21483;KHALEESI;24 ;2,3
21484;KHNATA;24 ;56,7
21485;KIMBERLY NICOLE;24 ;15,5
21486;KORAYMA;24 ;11,7
21487;KRYSTYNA MARIA;24 ;50,9
21488;LAIMUTE;24 ;58,0
21489;LAMARA;24 ;50,2
21490;LANXIANG;24 ;52,4
21491;LARISA GEORGIANA;24 ;22,5
21492;LARISA IONELA;24 ;22,0
21493;LAURA LOUISE;24 ;34,7
21494;LAURA MARIEL;24 ;30,0
21495;LAURA SARA;24 ;36,8
21496;LAURENCE MARIE;24 ;51,1
21497;LAVINIA IONELA;24 ;27,1
21498;LAYNA;24 ;5,2
21499;LEDA MARIA;24 ;49,5
21500;LEIDY JULIETH;24 ;28,2
21501;LEIDY PATRICIA;24 ;29,9
21502;LENUTA DANIELA;24 ;35,8
21503;LEONOR PATRICIA;24 ;42,0
21504;LESLEY JANE;24 ;56,7
21505;LESLY CAROLINA;24 ;27,5
21506;LETICIA BELEN;24 ;30,6
21507;LETICIA PAOLA;24 ;31,3
21508;LETICIA VICTORIA;24 ;34,4
21509;LIDIA VANESA;24 ;35,5
21510;LILIA MERCEDES;24 ;53,8
21511;LILIAN CRISTINA;24 ;44,0
21512;LILIAN ROCIO;24 ;34,3
21513;LILIANA ALEJANDRA;24 ;35,5
21514;LILIANA CONCEPCION;24 ;38,7
21515;LILIANA PAOLA;24 ;30,8
21516;LILLIAM;24 ;48,2
21517;LISBETH ALEXANDRA;24 ;21,1
21518;LIXIN;24 ;39,5
21519;LORENA GUADALUPE;24 ;35,3
21520;LORRAINE ANNE;24 ;55,8
21521;LOUISE ANNE;24 ;45,0
21522;LOURDES ANTONIA;24 ;46,3
21523;LOURDES CATALINA;24 ;40,9
21524;LOURDES MILAGROS;24 ;45,3
21525;LUCIA ALMUDENA;24 ;28,5
21526;LUCIA ELVIRA;24 ;50,0
21527;LUCIA OTILIA;24 ;58,9
21528;LUCRECIA CARMEN;24 ;53,1
21529;LUIGIA;24 ;54,8
21530;LUISA JULIA;24 ;69,0
21531;LUISA RAMONA;24 ;54,9
21532;LUNA VALENTINA;24 ;8,9
21533;LUZ ALEXANDRA;24 ;31,5
21534;LUZ BEGOÑA;24 ;46,5
21535;LUZ CLARITA;24 ;16,5
21536;LUZ MARIANA;24 ;37,5
21537;LUZ MILENA;24 ;36,6
21538;LUZ YOLANDA;24 ;51,5
21539;MADALINA DANIELA;24 ;25,5
21540;MAH;24 ;23,3
21541;MAKVALA;24 ;53,9
21542;MAMOU;24 ;29,5
21543;MANDITA;24 ;51,2
21544;MANUELA CLARA;24 ;59,4
21545;MANUELA GLORIA;24 ;57,5
21546;MANUELA PAULA;24 ;52,2
21547;MARCELA DANIELA;24 ;38,1
21548;MARCELA ELENA;24 ;44,8
21549;MARCELA VIVIANA;24 ;46,0
21550;MARGARITA AMELIA;24 ;63,3
21551;MARIA ADMIRACION;24 ;68,3
21552;MARIA ARCADIA;24 ;61,2
21553;MARIA ASSUNCAO;24 ;57,5
21554;MARIA BELGICA;24 ;65,7
21555;MARIA BLANCA ESTHER;24 ;67,5
21556;MARIA CARMEN JESUS;24 ;63,7
21557;MARIA CATHARINA;24 ;59,0
21558;MARIA CLAVELINA;24 ;67,0
21559;MARIA CUEVA;24 ;43,6
21560;MARIA DOLORES JUANA;24 ;66,9
21561;MARIA ELENA CARMEN;24 ;62,1
21562;MARIA EMERENCIANA;24 ;64,7
21563;MARIA GINA;24 ;48,7
21564;MARIA GRACIAS;24 ;61,1
21565;MARIA HERMELINA;24 ;68,4
21566;MARIA HINIESTA;24 ;44,2
21567;MARIA ISABEL ANGELES;24 ;61,5
21568;MARIA ISABEL VICTORIA;24 ;64,6
21569;MARIA IVETTE;24 ;44,3
21570;MARIA KATIUSKA;24 ;42,1
21571;MARIA LACRAMIOARA;24 ;33,1
21572;MARIA LAUDINA;24 ;64,4
21573;MARIA LISBETH;24 ;33,7
21574;MARIA LUCELY;24 ;56,1
21575;MARIA LUISA VICTORIA;24 ;67,3
21576;MARIA LUZ CARMEN;24 ;70,0
21577;MARIA MANUEL;24 ;47,0
21578;MARIA MARGOTH;24 ;53,6
21579;MARIA MEI;24 ;14,8
21580;MARIA MELANIE;24 ;30,1
21581;MARIA MELODIA;24 ;28,8
21582;MARIA NAZARIA;24 ;48,1
21583;MARIA NIVARIA;24 ;60,0
21584;MARIA ROQUE;24 ;61,9
21585;MARIA ROSALINDA;24 ;58,5
21586;MARIA ROSARIO TERESA;24 ;68,5
21587;MARIA ROSMIRA;24 ;58,6
21588;MARIA SIGRID;24 ;39,9
21589;MARIA SILVESTRA;24 ;67,3
21590;MARIA SINFOROSA;24 ;69,7
21591;MARIA TORIBIA;24 ;63,8
21592;MARIA VENUS;24 ;44,8
21593;MARIANA DORINA;24 ;42,5
21594;MARIBEL ALEXANDRA;24 ;38,2
21595;MARIBETH;24 ;40,3
21596;MARICELY;24 ;40,1
21597;MARIE DOMINIQUE;24 ;59,3
21598;MARIELA CECILIA;24 ;40,2
21599;MARIELA NOEMI;24 ;38,0
21600;MARINA ESTRELLA;24 ;48,3
21601;MARINELA DANIELA;24 ;29,3
21602;MARIYA TODOROVA;24 ;42,3
21603;MARJA;24 ;51,3
21604;MARLENY JESUS;24 ;56,5
21605;MARTA BARBARA;24 ;38,4
21606;MARTA CAYETANA;24 ;26,0
21607;MARTA CLAUDIA;24 ;32,3
21608;MARTA PAZ;24 ;35,2
21609;MARTHE;24 ;44,7
21610;MARYVONNE;24 ;65,2
21611;MATHILDE MARIE;24 ;32,2
21612;MATILDE JESUS;24 ;54,2
21613;MATILDE VICTORIA;24 ;53,5
21614;MAYRA VANESSA;24 ;33,2
21615;MEGAN ELIZABETH;24 ;28,3
21616;MEILIAN;24 ;44,6
21617;MELANIE ALEJANDRA;24 ;16,3
21618;MELANIE ANDREA;24 ;18,3
21619;MELANIE ANNE;24 ;41,0
21620;MELIKA;24 ;29,6
21621;MELISSA CARMEN;24 ;24,9
21622;MEMOONA;24 ;20,7
21623;MENCIA MARIA;24 ;13,1
21624;MERCEDES ANGELA;24 ;57,1
21625;MERCEDES CATALINA;24 ;50,0
21626;MERCEDES RAMONA;24 ;56,5
21627;MERCEDES REYES;24 ;49,5
21628;MERLIN;24 ;30,8
21629;MERVE;24 ;24,8
21630;MEY;24 ;14,3
21631;MIA ANTONELLA;24 ;3,4
21632;MICHELLY;24 ;27,4
21633;MIRIAM CONCEPCION;24 ;41,4
21634;MIRIAN CAROLINA;24 ;33,3
21635;MIRZA;24 ;41,6
21636;MITRITA;24 ;52,5
21637;MONICA AURORA;24 ;41,9
21638;MONICA CANDELARIA;24 ;37,9
21639;MONICA JOSEFA;24 ;47,4
21640;MONICA MAR;24 ;39,3
21641;MONICA ROXANA;24 ;39,2
21642;MONTSERRAT CRISTINA;24 ;44,8
21643;MONTSERRAT NIEVES;24 ;49,7
21644;MONYA;24 ;24,8
21645;MYRIAM TERESA;24 ;44,0
21646;NADIA ALEXANDRA;24 ;21,4
21647;NAIKARE;24 ;15,6
21648;NAJUA;24 ;16,5
21649;NANCY ALEJANDRA;24 ;33,9
21650;NANCY ALEXANDRA;24 ;39,2
21651;NANCY LUCIA;24 ;47,5
21652;NARAI;24 ;10,1
21653;NASRINE;24 ;24,7
21654;NATALIA LUISA;24 ;36,9
21655;NATALIA MONTSERRAT;24 ;38,6
21656;NATALY SILVANA;24 ;20,4
21657;NATIJA;24 ;34,8
21658;NATIVIDAD ANA;24 ;46,5
21659;NAYELIS;24 ;14,8
21660;NDEYE AMY;24 ;26,1
21661;NEELTJE;24 ;70,2
21662;NEGAR;24 ;32,9
21663;NELLY CECILIA;24 ;47,4
21664;NERIS;24 ;45,5
21665;NIDIA BEATRIZ;24 ;39,0
21666;NIEVES JOSEFA;24 ;57,6
21667;NOELIA ELENA;24 ;24,0
21668;NONILA;24 ;71,0
21669;NORMA ARACELY;24 ;37,2
21670;NORMA ESTHER;24 ;54,2
21671;NORMA INES;24 ;51,3
21672;NURIA AMPARO;24 ;45,2
21673;NURIA IRENE;24 ;40,1
21674;NURIA LOURDES;24 ;42,2
21675;NURIA PINO;24 ;35,4
21676;OLGA AMPARO;24 ;53,1
21677;OLGA LORENA;24 ;37,1
21678;OLGA MARTA;24 ;53,3
21679;OLGA VERONICA;24 ;44,3
21680;OLGUITA;24 ;69,8
21681;OLYA;24 ;39,3
21682;ORIANA ALEJANDRA;24 ;18,6
21683;PALOMA INES;24 ;33,5
